"Response ID","Date submitted","Last page","Start language","Seed","What is your gender?","How old are you?","Please check all that apply. [I'm kind of a computer geek.]","Please check all that apply. [ I recently bought a book on R]","Please check all that apply. [ I enjoy the meme of the cat yelling at the woman.]","On a scale of 1-10"," with 10 = I really love it and 1 = I'm not so happy with it"," how do you like our new product?"
"1","1/1/80 0:00","2","en","273890634","2","38","1","0","1","9"
"2","1/1/80 0:00","2","en","1062884957","2","20","1","0","0","1"
"3","1/1/80 0:00","2","en","1240659597","1","22","1","1","1","7"
"4","1/1/80 0:00","2","en","1061617602","2","45","0","0","1","8"
"5","1/1/80 0:00","2","en","913213161","1","29","0","1","0","2"
"6","1/1/80 0:00","2","en","273890634","2","38","1","0","1","10"
"7","1/1/80 0:00","2","en","1062884957","2","20","1","0","0","3"
"8","1/1/80 0:00","2","en","1240659597","1","22","1","1","1","1"
"9","1/1/80 0:00","2","en","1061617602","2","45","0","0","1","7"
"10","1/1/80 0:00","2","en","913213161","1","29","0","1","0","2"
"11","1/1/80 0:00","2","en","273890634","2","38","1","0","1","8"
"12","1/1/80 0:00","2","en","1062884957","2","20","1","0","0","5"
"13","1/1/80 0:00","2","en","1240659597","1","22","1","1","1","4"
"14","1/1/80 0:00","2","en","1061617602","2","45","0","0","1","8"
"15","1/1/80 0:00","2","en","913213161","1","29","0","1","0","3"
"16","1/1/80 0:00","2","en","273890634","2","38","1","0","1","9"
"17","1/1/80 0:00","2","en","1062884957","2","20","1","0","0","1"
"18","1/1/80 0:00","2","en","1240659597","1","22","1","1","1","6"
"19","1/1/80 0:00","2","en","1061617602","2","45","0","0","1","8"
"20","1/1/80 0:00","2","en","913213161","1","29","0","1","0","6"
"21","1/1/80 0:00","2","en","273890634","2","38","1","1","1","10"
"22","1/1/80 0:00","2","en","1062884957","2","20","1","1","0","2"
"23","1/1/80 0:00","2","en","1240659597","1","22","1","1","1","5"
"24","1/1/80 0:00","2","en","1061617602","2","45","0","1","1","9"
"25","1/1/80 0:00","2","en","913213161","1","29","0","1","0","4"
"26","1/1/80 0:00","2","en","273890634","2","38","1","1","1","10"
"27","1/1/80 0:00","2","en","1062884957","2","20","1","0","0","2"
"28","1/1/80 0:00","2","en","1240659597","1","22","1","1","1","5"
"29","1/1/80 0:00","2","en","1061617602","2","45","0","0","1","9"
"30","1/1/80 0:00","2","en","913213161","1","29","0","1","0","4"
"31","1/1/80 0:00","2","en","273890634","2","38","1","0","1","10"
"32","1/1/80 0:00","2","en","1062884957","2","20","1","1","1","2"
"33","1/1/80 0:00","2","en","1240659597","1","22","1","1","1","5"
"34","1/1/80 0:00","2","en","1061617602","2","45","0","0","1","9"
"35","1/1/80 0:00","2","en","913213161","1","29","0","1","0","4"
"36","1/1/80 0:00","2","en","273890634","2","38","1","0","1","10"
"37","1/1/80 0:00","2","en","1062884957","2","20","1","0","0","2"
"38","1/1/80 0:00","2","en","1240659597","1","22","1","1","1","5"
"39","1/1/80 0:00","2","en","1061617602","2","45","0","0","1","9"
"40","1/1/80 0:00","2","en","913213161","1","29","0","0","0","4"
"41","1/1/80 0:00","2","en","273890634","2","38","1","1","1","9"
"42","1/1/80 0:00","2","en","1062884957","2","20","1","0","0","3"
"43","1/1/80 0:00","2","en","1240659597","1","22","1","1","1","6"
"44","1/1/80 0:00","2","en","1061617602","2","45","0","0","1","7"
"45","1/1/80 0:00","2","en","913213161","1","29","0","1","0","2"
"46","1/1/80 0:00","2","en","273890634","2","38","1","0","1","10"
"47","1/1/80 0:00","2","en","1062884957","2","20","1","0","0","2"
"48","1/1/80 0:00","2","en","1240659597","1","22","1","1","1","5"
"49","1/1/80 0:00","2","en","1061617602","2","45","0","0","1","9"
"50","1/1/80 0:00","2","en","913213161","1","29","0","1","0","4"
"51","1/1/80 0:00","2","en","273890634","2","38","1","0","1","10"
"52","1/1/80 0:00","2","en","1062884957","2","20","1","0","0","2"
"53","1/1/80 0:00","2","en","1240659597","1","22","1","1","1","5"
"54","1/1/80 0:00","2","en","1061617602","2","45","0","0","1","9"
"55","1/1/80 0:00","2","en","913213161","1","29","0","1","0","4"
"56","1/1/80 0:00","2","en","273890634","2","38","1","0","1","10"
"57","1/1/80 0:00","2","en","1062884957","2","20","1","0","0","2"
"58","1/1/80 0:00","2","en","1240659597","1","22","1","1","1","5"
"59","1/1/80 0:00","2","en","1061617602","2","45","0","0","1","9"
"60","1/1/80 0:00","2","en","913213161","1","29","0","1","0","4"
